OBJECTID,NAME,WARD,DATASOURCE,ID,sourceCountry,ENRICH_FID,aggregationMethod,populationToPolygonSizeRating,apportionmentConfidence,HasData,HINC0_CY,HINC15_CY,HINC25_CY,HINC35_CY,HINC50_CY,HINC75_CY,HINC100_CY,HINC150_CY,HINC200_CY,AGGINC_CY,AGGHINC_CY,HINCBASECY,MEDHINC_CY,ACSSNAP,AVGHINC_CY,PCI_CY,AVGIA15_CY,AVGIA25_CY,AVGIA35_CY,AVGIA45_CY,AVGIA55_CY,AVGIA65_CY,AVGIA75_CY,DI0_CY,DI15_CY,DI25_CY,DI35_CY,DI50_CY,DI75_CY,DI100_CY,DI150_CY,DI200_CY,MEDDI_CY,AGGDI_CY,AVGDI_CY,DIBASE_CY,A15I0_CY,A15I15_CY,A15I25_CY,A15I35_CY,A15I50_CY,A15I75_CY,A15I100_CY,A15I150_CY,A15I200_CY,MEDIA15_CY,AGGIA15_CY,IA15BASECY,A25I0_CY,A25I15_CY,A25I25_CY,A25I35_CY,A25I50_CY,A25I75_CY,A25I100_CY,A25I150_CY,A25I200_CY,MEDIA25_CY,AGGIA25_CY,IA25BASECY,A35I0_CY,A35I15_CY,A35I25_CY,A35I35_CY,A35I50_CY,A35I75_CY,A35I100_CY,A35I150_CY,A35I200_CY,MEDIA35_CY,AGGIA35_CY,IA35BASECY,A45I0_CY,A45I15_CY,A45I25_CY,A45I35_CY,A45I50_CY,A45I75_CY,A45I100_CY,A45I150_CY,A45I200_CY,MEDIA45_CY,AGGIA45_CY,IA45BASECY,A55I0_CY,A55I15_CY,A55I25_CY,A55I35_CY,A55I50_CY,A55I75_CY,A55I100_CY,A55I150_CY,A55I200_CY,MEDIA55_CY,AGGIA55_CY,IA55BASECY,A65I0_CY,A65I15_CY,A65I25_CY,A65I35_CY,A65I50_CY,A65I75_CY,A65I100_CY,A65I150_CY,A65I200_CY,MEDIA65_CY,AGGIA65_CY,IA65BASECY,A75I0_CY,A75I15_CY,A75I25_CY,A75I35_CY,A75I50_CY,A75I75_CY,A75I100_CY,A75I150_CY,A75I200_CY,MEDIA75_CY,AGGIA75_CY,IA75BASECY,MEDHHR_CY,IA55UBASCY,MEDIA55UCY,AVGIA55UCY,IA65UBASCY,MEDIA65UCY,AVGIA65UCY,MEDDIA15CY,AVGDIA15CY,AGGDIA15CY,MEDDIA25CY,AVGDIA25CY,AGGDIA25CY,MEDDIA35CY,AVGDIA35CY,AGGDIA35CY,MEDDIA45CY,AVGDIA45CY,AGGDIA45CY,MEDDIA55CY,AVGDIA55CY,AGGDIA55CY,MEDDIA65CY,AVGDIA65CY,AGGDIA65CY,MEDDIA75CY,AVGDIA75CY,AGGDIA75CY,ID_1,sourceCountry_1,ENRICH_FID_1,aggregationMethod_1,populationToPolygonSizeRating_1,apportionmentConfidence_1,HasData_1,TOTHH_CY,WLTHINDXCY
130,Miles,5,NEIGHBORHOODS,9,US,130,BlockApportionment:US.BlockGroups,2.191,2.576,1,152,46,35,49,24,34,17,10,0,14462771,13485866,367,20993,28,36746,16605,23962,43096,44451,48631,36481,39220,17403,160,49,41,41,41,18,17,0,0,18839,11333481,30881,367,44,7,8,9,3,5,1,0,0,13125,1845042,77,39,11,9,11,5,9,5,7,0,22589,4180310,97,15,6,6,6,3,7,5,1,0,30120,2178102,49,13,2,3,6,3,5,3,1,0,35000,1750726,36,16,7,4,3,4,5,1,1,0,20423,1532208,42,11,5,3,11,5,2,1,1,0,35398,1529592,39,13,9,2,2,1,0,0,0,0,15273,469885,27,36.9,108,20363,33006,66,20326,30295,12667,20984,1615804,20438,34887,3383991,25000,37380,1831606,29245,40358,1452899,18945,31248,1312396,27883,33257,1297037,14464,16287,439746,9,US,130,BlockApportionment:US.BlockGroups,2.191,2.576,1,367,24
131,Sierra Estates,5,NEIGHBORHOODS,10,US,131,BlockApportionment:US.BlockGroups,2.191,2.576,1,10,9,6,5,8,2,1,0,0,1630994,1498925,42,26937,12,35689,20387,34468,40340,40035,36342,28334,29924,22808,12,9,6,7,6,1,1,0,0,25000,1291741,30756,42,1,1,1,1,1,0,0,0,0,29084,172340,5,2,3,2,2,3,1,1,0,0,35000,564758,14,2,1,1,1,1,0,0,0,0,25000,280248,7,1,1,1,0,1,0,0,0,0,25000,181712,5,2,1,0,0,1,0,0,0,0,15000,141669,5,1,1,0,0,0,0,0,0,0,15000,89773,3,1,1,0,0,0,0,0,0,0,15000,68425,3,37.9,11,15000,37483,6,15000,39550,21429,29966,149830,26923,33871,474190,21429,35312,247184,29084,32126,160628,25000,24615,123074,15000,25565,76695,15000,20046,60139,10,US,131,BlockApportionment:US.BlockGroups,2.191,2.576,1,42,22
132,Silvercroft,1,NEIGHBORHOODS,11,US,132,BlockApportionment:US.BlockGroups,2.191,2.576,1,14,18,16,21,18,9,6,2,2,5550265,5232565,105,37595,40,49834,16870,41899,55520,51902,55300,48064,39901,34167,17,20,19,20,18,5,4,1,1,32606,4364062,41562,105,2,1,2,1,1,0,0,0,0,26674,335194,8,3,3,3,3,5,2,2,1,0,43924,1276962,23,2,3,3,4,3,2,2,0,0,39293,1089941,21,2,3,2,3,4,2,1,0,0,41176,995393,18,2,3,2,3,3,1,1,0,0,36757,817093,17,1,2,2,5,1,1,0,0,0,36570,478813,12,1,3,2,1,0,0,0,0,0,22315,239169,7,45.6,36,32828,45149,19,30348,37789,21429,33997,271977,38233,44857,1031700,37074,43319,909699,35000,47147,848654,29084,40324,685513,27513,33656,403876,20224,30378,212643,11,US,132,BlockApportionment:US.BlockGroups,2.191,2.576,1,105,39
133,Brichta,1,NEIGHBORHOODS,12,US,133,BlockApportionment:US.BlockGroups,2.191,2.576,1,17,22,22,20,40,28,38,4,7,13724758,14562177,199,58787,16,73177,27953,55921,68827,85715,80875,77462,75681,48959,22,24,22,30,46,28,19,4,3,50332,11802648,59310,199,2,2,2,1,3,1,1,0,0,35000,726973,13,7,6,6,8,9,6,10,1,2,50951,3785459,55,2,3,2,2,6,5,10,0,2,78851,2828606,33,2,3,1,2,6,6,5,1,1,72036,2183635,27,2,2,1,1,6,4,5,0,1,69080,1859097,24,2,2,3,3,9,5,4,0,1,59309,2346107,31,2,3,6,2,1,1,2,0,0,29556,832299,17,44.7,72,55555,74081,48,50000,69096,35000,45566,592358,43962,54741,3010750,64002,67322,2221611,59465,67826,1831296,52691,62064,1489530,52547,62228,1929082,27908,42825,728020,12,US,133,BlockApportionment:US.BlockGroups,2.191,2.576,1,199,66
134,Cherry Avenue,5,NEIGHBORHOODS,13,US,134,BlockApportionment:US.BlockGroups,2.191,2.576,1,459,506,346,472,725,340,136,40,28,151732582,151470523,3051,40610,736,49646,15035,31957,49798,55632,54954,50115,46423,30823,546,533,412,580,696,161,94,16,13,35606,127818588,41894,3051,39,42,21,16,18,8,1,1,0,22196,4633718,145,90,91,77,92,157,68,28,11,2,41929,30625800,615,83,82,63,96,136,68,38,15,10,44445,32878807,591,73,67,59,85,170,87,30,7,5,50616,32093090,584,93,82,53,80,157,62,24,0,8,43527,28064461,560,47,70,51,82,80,38,12,3,2,38297,17873023,385,35,72,23,20,7,9,3,2,0,20545,5301624,172,48,1117,36907,45954,557,31681,41681,19269,27361,3967406,37237,40951,25184861,40113,46848,27687416,42391,47554,27771564,35405,41674,23337654,31151,39422,15177469,19738,27280,4692219,13,US,134,BlockApportionment:US.BlockGroups,2.191,2.576,1,3051,40
135,Fairgrounds,5,NEIGHBORHOODS,14,US,135,BlockApportionment:US.BlockGroups,2.191,2.576,1,221,154,117,107,55,25,10,0,0,20079520,20097434,689,22203,319,29169,8791,22386,32587,32034,32168,29698,25073,22041,246,166,123,85,53,12,5,0,0,19753,17600356,25545,689,9,7,5,2,1,0,0,0,0,17982,537272,24,28,17,23,15,9,6,2,0,0,26525,3291302,101,37,22,23,22,12,6,2,0,0,25927,4004214,125,38,21,17,22,14,6,2,0,0,25429,3860178,120,49,26,14,27,16,3,2,0,0,21616,4068568,137,31,31,24,17,3,1,1,0,0,21325,2682833,107,28,30,11,3,0,4,0,0,0,16941,1653066,75,52.9,319,19755,26182,182,18953,23565,15815,20675,496195,24520,27573,2784840,21991,28235,3529316,22648,28987,3478418,20087,25577,3504046,18589,21702,2322124,16261,19806,1485418,14,US,135,BlockApportionment:US.BlockGroups,2.191,2.576,1,689,21
136,Bravo Park Lane,5,NEIGHBORHOODS,15,US,136,BlockApportionment:US.BlockGroups,2.191,2.576,1,208,202,149,226,197,103,28,18,0,49877753,47942894,1129,35285,451,42465,13813,31354,49378,44049,45916,42642,37528,28487,243,215,194,211,200,35,31,1,0,29671,40677423,36030,1129,10,11,11,9,4,1,1,0,0,26595,1505010,48,35,34,24,32,38,31,8,7,0,39280,10320051,209,36,33,21,35,41,21,5,2,0,37186,8501367,193,37,29,20,40,37,21,7,4,0,38180,8999577,196,43,36,22,47,52,16,4,3,0,37387,9509191,223,32,34,32,51,22,11,2,1,0,32769,6942693,185,15,26,19,12,3,2,0,1,0,23768,2165007,76,50.9,484,32238,38306,261,28907,34630,21875,28955,1389858,35915,39898,8338759,35118,38066,7346729,33481,39857,7812045,29959,35580,7934255,26996,31876,5896995,22620,25773,1958783,15,US,136,BlockApportionment:US.BlockGroups,2.191,2.576,1,1129,31
137,Feldman`s,3,NEIGHBORHOODS,16,US,137,BlockApportionment:US.BlockGroups,2.191,2.576,1,530,138,129,156,111,83,47,7,2,40133099,38938057,1203,19261,137,32367,15901,22911,41333,42016,41283,38405,35702,24401,556,157,133,154,129,44,26,2,1,17125,32959729,27398,1203,304,66,47,57,11,28,11,1,0,12952,12073943,527,104,22,36,40,46,28,19,3,1,30859,12317187,298,32,11,14,15,14,8,7,1,1,30336,4285614,102,27,10,10,17,11,6,5,1,1,31390,3550367,86,41,13,10,15,22,8,5,1,0,27936,4455023,116,11,5,6,11,7,2,0,0,0,32877,1499504,42,11,11,5,1,1,2,0,0,0,17657,756419,31,27.5,189,25728,35697,73,23616,30903,12429,19796,10432443,28491,34158,10179199,26813,34857,3555391,27215,35788,3077784,24553,32424,3761168,26755,30136,1265717,17240,22194,688027,16,US,137,BlockApportionment:US.BlockGroups,2.191,2.576,1,1203,20
138,Sugar Hill,3,NEIGHBORHOODS,17,US,138,BlockApportionment:US.BlockGroups,2.191,2.576,1,148,76,76,71,177,13,36,7,5,27578944,27610693,610,35709,54,45263,16796,46676,43802,51672,44920,41941,42085,40564,163,90,73,122,112,22,23,3,3,31591,23460242,38459,610,43,16,23,16,23,5,12,4,2,29841,6768031,145,27,15,15,13,50,2,6,0,0,42031,5650426,129,23,8,10,13,19,2,8,2,2,37165,4443790,86,16,7,8,10,33,2,3,0,0,47130,3503762,78,24,10,6,10,31,2,3,1,0,39280,3690769,88,7,7,6,7,12,0,3,0,0,36550,1809650,43,8,13,8,2,9,0,1,0,1,25000,1744265,43,38.7,174,32816,42367,86,29167,42309,25717,39151,5676956,36202,37148,4792146,35000,43069,3703972,38889,40161,3132587,31390,35023,3082045,30396,36659,1576335,22298,34795,1496200,17,US,138,BlockApportionment:US.BlockGroups,2.191,2.576,1,610,33
139,Toumey Park,6,NEIGHBORHOODS,18,US,139,BlockApportionment:US.BlockGroups,2.191,2.576,1,199,196,111,82,179,40,24,4,5,32601697,32525114,841,26754,215,38674,13733,28398,39724,39974,41845,38399,40486,26150,236,196,105,124,139,23,13,2,2,24074,27649528,32877,841,17,13,6,3,6,1,1,0,0,18684,1306323,46,39,43,23,19,45,8,5,2,0,28638,7348921,185,43,38,25,19,31,12,6,1,1,27200,6995430,175,38,31,18,20,48,10,6,0,1,34290,7197363,172,33,20,15,10,31,3,2,1,1,27693,4454310,116,16,29,18,11,15,4,3,0,1,26418,3967581,98,12,23,7,1,2,3,0,0,0,18382,1255186,48,45.8,263,24453,37077,146,22737,36019,16710,23805,1095032,27180,33146,6132083,23960,33950,5941323,29752,36711,6314320,24071,32252,3741180,22774,33517,3284678,17795,23769,1140912,18,US,139,BlockApportionment:US.BlockGroups,2.191,2.576,1,841,30
140,El Encanto Estates,6,NEIGHBORHOODS,19,US,140,BlockApportionment:US.BlockGroups,2.191,2.576,1,29,7,13,17,15,12,21,12,22,18229296,15489410,147,61439,3,105370,54743,88329,97144,123716,170926,119240,100572,70043,30,9,16,17,17,14,22,11,10,51068,11301283,76879,147,3,1,1,1,1,1,1,0,2,41495,971620,11,10,1,4,5,3,3,6,3,5,50000,3885779,40,3,1,1,2,1,2,3,2,3,85912,2103175,17,1,0,1,1,1,1,3,2,4,128571,2222043,13,3,1,1,2,3,2,4,2,3,80172,2623287,22,3,1,2,3,3,3,3,2,3,69599,2212594,22,5,2,3,4,3,1,2,1,2,39420,1470913,21,48.8,65,57777,94131,43,50000,80076,35000,60670,667375,44523,68552,2742085,67177,85372,1451319,105516,126057,1638737,75000,88228,1941021,54545,76807,1689744,35000,55762,1171002,19,US,140,BlockApportionment:US.BlockGroups,2.191,2.576,1,147,115
141,Colonia Solana,6,NEIGHBORHOODS,20,US,141,BlockApportionment:US.BlockGroups,2.191,2.576,1,9,1,2,15,22,13,25,13,29,20349973,19037742,129,103357,3,147579,71655,63195,109961,172765,177314,162524,167098,112478,9,1,7,19,22,15,26,15,14,83462,13845836,107332,129,0,0,0,1,0,0,0,0,0,42500,189584,3,1,0,0,3,4,2,2,2,2,75000,1869341,17,0,0,0,2,3,2,1,3,4,121649,2591476,15,0,0,0,1,2,1,3,2,4,138462,2482392,14,2,0,0,2,3,3,4,2,6,109091,3575524,22,0,0,0,1,5,3,9,3,8,124372,5180043,31,4,1,1,5,4,2,6,2,4,70872,3149381,28,62.3,80,107075,148812,59,106514,143611,42500,44186,132558,56884,78102,1327738,86188,115394,1730910,119617,129166,1808317,94791,115657,2544450,101875,125099,3878062,60597,86564,2423801,20,US,141,BlockApportionment:US.BlockGroups,2.191,2.576,1,129,280
142,Winterhaven,3,NEIGHBORHOODS,21,US,142,BlockApportionment:US.BlockGroups,2.191,2.576,1,29,34,32,49,58,12,41,17,10,21193321,19928203,283,48754,25,70418,35559,43233,68793,70054,97060,73787,71294,49050,35,38,41,56,42,26,34,5,5,40832,16118061,56954,283,4,3,1,5,3,0,1,0,0,35891,778202,18,7,6,7,13,9,1,7,3,3,42752,3852403,56,4,4,3,6,5,1,6,1,1,45161,2311792,33,3,3,3,7,6,1,9,4,3,62393,3785345,39,6,7,5,6,16,4,10,5,1,56701,4427214,60,4,4,5,6,14,3,7,3,1,55396,3350808,47,1,7,7,6,4,1,1,1,0,33032,1422438,29,53.7,136,51597,68152,76,45996,63643,35000,36922,664601,38448,54317,3041728,42102,54567,1800708,58300,77912,3038565,46435,59426,3565583,45239,59828,2811903,29526,41206,1194973,21,US,142,BlockApportionment:US.BlockGroups,2.191,2.576,1,283,60
143,Barrio Kroeger Lane,1,NEIGHBORHOODS,22,US,143,BlockApportionment:US.BlockGroups,2.191,2.576,1,33,20,13,17,5,5,6,0,3,2815242,4149810,102,23551,34,40684,10505,31640,51903,44349,44577,36984,43761,27249,36,22,15,12,7,4,3,2,1,20757,3465571,33976,102,2,1,0,1,0,0,0,0,0,15000,126558,4,2,2,3,3,1,2,1,0,0,35000,622839,12,3,3,2,3,0,1,1,0,0,26923,576541,13,4,4,3,3,2,1,1,0,1,29188,846963,19,6,3,3,3,1,1,1,0,0,25000,665707,18,8,3,3,3,1,0,2,0,1,22734,875214,20,9,5,1,0,0,0,0,0,1,13333,435987,16,56.7,54,18026,35944,36,16216,35438,15000,29253,117011,29007,40820,489842,26923,36739,477613,27612,38079,723493,20074,31834,573021,18977,36586,731728,11667,22054,352863,22,US,143,BlockApportionment:US.BlockGroups,2.191,2.576,1,102,37
144,Palo Verde Park,2,NEIGHBORHOODS,23,US,144,BlockApportionment:US.BlockGroups,2.191,2.576,1,86,145,138,344,315,238,223,109,26,116652308,116636864,1624,55810,270,71821,28014,65563,77340,80966,82734,73533,59596,51540,108,164,239,335,368,185,194,18,13,47914,95451498,58776,1624,3,6,4,8,9,5,6,1,1,50894,2819209,43,12,17,24,52,51,46,38,21,6,61531,20649731,267,14,10,14,42,45,43,57,21,2,74214,20079599,248,13,10,15,56,59,45,50,27,6,67886,23248162,281,24,25,16,64,94,53,50,16,8,59313,25736659,350,10,25,28,58,38,26,11,11,2,44299,12455540,209,10,52,37,64,19,20,11,12,1,37143,11647964,226,54,785,47695,63491,435,40134,55410,41719,55148,2371366,50709,61307,16369044,58316,65180,16164560,57383,69200,19445127,49706,59165,20707775,37081,50237,10499540,32087,43779,9894086,23,US,144,BlockApportionment:US.BlockGroups,2.191,2.576,1,1624,73
145,Aldea Linda,6,NEIGHBORHOODS,24,US,145,BlockApportionment:US.BlockGroups,2.191,2.576,1,6,8,4,9,39,6,13,3,1,5707633,5905018,88,57261,17,67102,25710,57806,74345,71005,78431,71062,63985,51250,6,8,6,21,28,9,9,1,1,51784,5130348,58299,88,0,1,0,0,2,0,0,0,0,56250,173419,3,0,1,0,1,5,1,2,1,0,63960,817790,11,1,1,0,1,6,1,2,1,0,60500,923066,13,1,1,0,2,6,1,3,1,0,60884,1176472,15,1,0,0,1,9,1,3,0,0,60415,1136994,16,1,2,1,1,8,1,1,0,0,53758,959774,15,1,3,2,2,3,1,1,1,0,41302,717502,14,55.9,46,55023,63961,29,51746,57837,40584,54013,162039,53480,61592,677515,52838,60116,781505,54772,70164,1052466,51352,59890,958239,50000,57820,867297,31872,45092,631286,24,US,145,BlockApportionment:US.BlockGroups,2.191,2.576,1,88,69
146,St. Cyrils,6,NEIGHBORHOODS,25,US,146,BlockApportionment:US.BlockGroups,2.191,2.576,1,142,206,138,144,159,161,72,12,5,53564471,52235920,1039,37684,151,50275,22842,52323,58806,57415,61503,52852,43607,28694,172,216,156,148,218,80,42,2,2,32866,43807845,42163,1039,4,5,6,7,5,8,2,1,0,42230,1935948,37,9,15,10,16,20,24,8,2,0,51682,6115844,104,15,26,15,24,29,26,16,1,1,47146,8727139,152,18,19,17,30,38,29,20,3,2,51720,10701445,174,29,44,19,34,39,46,14,3,1,43802,12050196,228,35,47,28,24,23,21,11,1,1,29041,8372499,192,32,50,43,10,6,7,2,0,0,22830,4332849,151,57.3,571,29521,43431,343,25621,37259,37358,43297,1602001,44129,47035,4891680,42238,48044,7302746,44932,52404,9118295,35336,43287,9869455,25699,36978,7099687,21003,25987,3923980,25,US,146,BlockApportionment:US.BlockGroups,2.191,2.576,1,1039,39
147,Arcadia Rose,6,NEIGHBORHOODS,26,US,147,BlockApportionment:US.BlockGroups,2.191,2.576,1,42,44,32,22,37,15,10,5,2,8606841,9590287,209,29991,29,45887,22126,56667,61415,57441,61292,48527,36541,24324,48,47,31,28,33,9,9,1,1,27135,8014577,38347,209,1,1,1,1,2,1,0,0,0,41302,340003,6,2,2,2,3,5,2,1,1,0,50000,1044055,17,4,3,2,4,7,3,2,1,1,51075,1493459,26,4,4,3,5,7,3,2,1,1,46129,1838759,30,8,10,5,5,10,4,2,1,0,33731,2232250,46,12,14,9,3,5,1,2,1,1,22842,1717434,47,12,10,12,1,1,1,0,0,0,20270,924327,38,60.7,130,24540,37492,85,21699,31080,35000,43344,260064,42339,49929,848791,41089,48413,1258731,41233,51716,1551473,29257,39017,1794768,19698,30860,1450418,18586,22377,850332,26,US,147,BlockApportionment:US.BlockGroups,2.191,2.576,1,209,39
148,Saguaro Canyon,4,NEIGHBORHOODS,27,US,148,BlockApportionment:US.BlockGroups,2.191,2.576,1,9,11,12,15,29,37,52,30,33,28728198,28622534,229,100590,16,124989,44609,81584,104867,137885,150585,137324,109113,72563,10,13,14,21,46,39,51,18,16,79961,21705598,94784,229,0,0,0,0,1,1,1,0,0,84511,244752,3,0,1,2,3,5,7,9,3,2,90961,3250888,31,1,1,1,2,3,6,13,8,5,116588,5377528,39,1,1,2,3,4,6,12,9,10,123612,7228102,48,3,2,2,2,6,10,10,6,11,103363,7140863,52,2,4,3,2,7,6,8,4,5,83680,4364518,40,1,1,2,3,4,1,1,0,1,50000,1015884,14,53.4,107,87096,117021,54,70318,97825,50000,67395,202186,67251,81061,2512889,88454,101352,3952746,100000,114358,5489182,81617,102074,5307868,69272,85798,3431908,40766,57773,808818,27,US,148,BlockApportionment:US.BlockGroups,2.191,2.576,1,229,188
149,Barrio Nopal,1,NEIGHBORHOODS,28,US,149,BlockApportionment:US.BlockGroups,2.191,2.576,1,321,283,275,344,263,130,124,0,5,77936526,75929524,1745,34682,605,43513,12951,28489,42260,45900,54626,44529,40406,30592,368,327,321,312,261,99,51,3,3,29655,65186521,37356,1745,38,23,16,16,10,4,1,0,0,20923,3048293,107,79,48,51,51,56,32,16,0,2,32392,14157185,335,64,45,49,67,45,28,29,0,2,35987,15055065,328,37,29,39,68,68,25,44,0,1,44958,17043214,312,53,46,37,61,58,20,20,0,1,37087,13180529,296,27,39,51,63,22,12,12,0,0,33912,9131787,226,24,54,32,17,4,8,3,0,0,22925,4313450,141,48.3,663,31723,40099,367,28843,36536,18407,25435,2721569,29996,34947,11707303,32802,38976,12784197,39830,48490,15128995,30013,37887,11214633,27800,34484,7793296,21413,27209,3836528,28,US,149,BlockApportionment:US.BlockGroups,2.191,2.576,1,1745,32
150,Santiago Hills,1,NEIGHBORHOODS,29,US,150,BlockApportionment:US.BlockGroups,2.191,2.576,1,11,58,31,37,111,74,76,25,3,30534712,31438581,426,64541,52,73799,33740,64869,75318,100358,94555,75053,68610,44722,19,59,38,67,121,61,56,3,2,54031,26235261,61585,426,0,2,0,1,3,2,1,0,0,59164,518952,8,1,2,2,4,13,10,6,1,0,68003,2862078,38,1,1,1,4,16,10,17,6,2,88082,5820753,58,1,2,2,4,17,16,15,8,1,83582,6146057,65,2,7,3,7,25,16,20,1,0,69860,6004226,80,3,11,6,8,29,15,12,5,0,60961,6106277,89,4,34,17,10,9,6,5,4,0,27995,3980238,89,60.6,258,54809,62126,178,45908,56666,52386,59931,479447,53982,60514,2299540,73046,80098,4645702,68564,79375,5159395,56000,62865,5029202,52180,58478,5204575,26267,38398,3417402,29,US,150,BlockApportionment:US.BlockGroups,2.191,2.576,1,426,81
151,Coronado Heights,3,NEIGHBORHOODS,0,US,151,BlockApportionment:US.BlockGroups,2.191,2.576,1,328,139,65,96,41,10,3,0,0,15736896,15718110,682,15586,379,23047,9768,20068,23667,25587,25608,22332,20382,16965,355,132,79,77,34,4,1,0,0,14408,13948588,20452,682,41,22,8,6,5,0,0,0,0,15000,1645554,82,69,31,22,18,7,4,1,0,0,16516,3621093,153,48,19,12,22,9,1,0,0,0,17965,2840121,111,60,18,11,19,12,2,1,0,0,15559,3149727,123,63,19,7,20,6,1,0,0,0,13810,2590495,116,31,19,5,10,1,0,0,0,0,15587,1345211,66,16,11,1,1,0,0,0,0,0,13594,525910,31,44.5,213,14386,21145,97,15082,19696,13667,18029,1478404,13994,20661,3161150,16630,23430,2600738,14643,22756,2799041,13594,19574,2270532,14357,17692,1167699,13235,15194,471025,0,US,151,BlockApportionment:US.BlockGroups,2.191,2.576,1,682,15
152,Harold Bell Wright Estates,2,NEIGHBORHOODS,1,US,152,BlockApportionment:US.BlockGroups,2.191,2.576,1,80,68,22,45,101,65,48,28,26,36550723,35978956,483,54668,33,74491,37335,51570,80315,78596,91683,84499,78975,62705,89,65,35,70,106,42,49,13,13,45178,28403710,58807,483,7,2,1,1,6,2,1,0,1,41656,1031394,20,10,3,4,7,15,8,8,4,3,58935,4979548,62,7,3,2,3,12,5,7,2,2,60547,3379610,43,6,3,2,4,10,8,6,4,3,68223,4125728,45,8,6,3,7,24,16,7,5,4,63804,6759943,80,8,7,3,8,19,13,4,4,4,58919,5607225,71,35,44,7,15,16,12,15,9,8,26802,10095509,161,63.9,312,51273,72227,232,41463,67977,35000,41240,824798,50000,61739,3827820,52564,62986,2708408,56701,72803,3276155,53451,65892,5271367,50667,62982,4471700,24808,49835,8023462,1,US,152,BlockApportionment:US.BlockGroups,2.191,2.576,1,483,90
153,Carriage Park,2,NEIGHBORHOODS,2,US,153,BlockApportionment:US.BlockGroups,2.191,2.576,1,523,740,570,646,690,327,264,36,31,184947803,184879899,3827,36339,650,48309,25468,41083,52045,59156,65764,54235,45846,30900,639,801,633,696,656,226,145,16,15,31827,155751272,40698,3827,56,43,57,53,47,20,8,0,2,32045,11749742,286,93,92,123,137,136,73,65,4,7,39933,37993019,730,53,51,73,95,82,49,60,8,8,43567,28335500,479,38,35,59,70,115,61,54,14,8,53599,29856911,454,59,60,62,84,129,60,35,5,4,46297,27009011,498,56,105,72,88,94,42,26,4,1,36325,22373030,488,168,354,124,119,87,22,16,1,1,21687,27562686,892,54.2,1878,29548,40972,1380,25258,36185,27911,35092,10036253,36699,43189,31527721,40192,49190,23562208,47645,55635,25258249,36958,44665,22243417,29722,38598,18835666,20646,27228,24287758,2,US,153,BlockApportionment:US.BlockGroups,2.191,2.576,1,3827,35
154,Copper Vista,5,NEIGHBORHOODS,3,US,154,BlockApportionment:US.BlockGroups,2.191,2.576,1,209,138,91,145,85,21,12,5,8,23185760,25269693,714,25829,264,35392,9657,26012,38314,35542,39434,34706,30680,28192,234,142,111,130,68,11,11,4,4,23134,21798640,30530,714,20,14,5,7,3,1,0,0,0,17395,1326587,51,44,26,24,34,20,7,4,1,2,28807,6245118,163,40,31,22,36,16,5,2,1,2,27333,5473395,154,37,19,18,32,24,4,3,1,2,32241,5520724,140,38,20,11,20,18,2,1,2,1,23916,3887118,112,19,19,8,15,4,1,1,1,1,22300,2055560,67,10,10,3,2,1,0,0,1,0,17129,761192,27,44.3,206,21718,32076,94,20256,29341,15925,23022,1174139,26916,32254,5257424,23952,31494,4850086,27822,34315,4804142,21330,29300,3281573,19247,25866,1733046,16660,25860,698230,3,US,154,BlockApportionment:US.BlockGroups,2.191,2.576,1,714,25
155,West Lamar City Acres,5,NEIGHBORHOODS,4,US,155,BlockApportionment:US.BlockGroups,2.191,2.576,1,12,29,15,17,20,5,21,2,0,6784738,6288546,121,38082,50,51971,17902,43218,59159,68940,76501,52047,37969,29822,17,30,18,17,16,13,10,0,0,31882,5357798,44279,121,1,1,0,0,1,0,0,0,0,18542,172873,4,2,3,2,1,3,1,3,0,0,41585,887391,15,2,2,2,3,4,1,5,0,0,52078,1240928,18,1,2,2,2,2,1,7,0,0,67177,1300519,17,2,3,4,5,6,1,3,0,0,42591,1301187,25,2,6,3,5,3,0,1,0,0,30942,759383,20,3,12,2,2,1,0,1,0,0,19272,626265,21,57.4,66,29237,41336,41,22715,33796,30000,30647,122589,41368,49221,738322,52078,58758,1057648,60550,66870,1136797,36023,44218,1105453,26358,32287,645732,18439,26250,551257,4,US,155,BlockApportionment:US.BlockGroups,2.191,2.576,1,121,46
156,Loma Verde,6,NEIGHBORHOODS,5,US,156,BlockApportionment:US.BlockGroups,2.191,2.576,1,40,30,18,43,38,14,31,7,12,14558328,15863435,233,43696,37,68083,29833,27189,67072,77438,78900,80660,68696,42060,44,31,31,41,33,21,19,7,6,37875,12740387,54680,233,4,1,1,1,1,0,0,0,0,15000,190324,7,8,3,1,6,7,3,5,0,2,48319,2347505,35,4,3,1,4,3,2,6,1,2,56635,2013381,26,5,5,4,7,5,2,6,2,3,45838,3077081,39,7,5,3,6,8,3,7,2,4,53333,3629679,45,6,6,3,11,9,2,5,1,2,43816,3091304,45,6,7,5,9,6,2,2,0,0,35523,1514162,36,57.1,126,42543,64844,81,39510,56164,15000,22477,157338,41005,52945,1853065,47553,59566,1548725,41275,64019,2496753,41326,64737,2913175,36335,54811,2466510,29792,36245,1304822,5,US,156,BlockApportionment:US.BlockGroups,2.191,2.576,1,233,73
